name,artist_name,genre,uri,danceability,energy,valence,tempo
Finally,CeCe Peniston,house,spotify:track:6xX9H9n1tFoZT3zh7ElBTt,0.76,0.86,0.65,120.0
Show Me Love,Robin S.,house,spotify:track:1AHZdRfcO5gS8zxuZ5EXln,0.77,0.85,0.70,124.0
Push The Feeling On,Nightcrawlers,house,spotify:track:2uzJ6xEUH6AuC0FbBmwJ4f,0.78,0.88,0.68,123.0
Deep Inside,Hardrive,house,spotify:track:5WBmywvPYkD0n5jU1sYAzv,0.70,0.82,0.55,122.0
Music Sounds Better With You,Stardust,house,spotify:track:2VEZx7NWsZ1D0eJ4uv5Fym,0.75,0.88,0.62,123.0
One More Time,Daft Punk,house,spotify:track:1Y4jgwkGZrK4P3PZtT0JjM,0.74,0.90,0.65,123.0
Around the World,Daft Punk,house,spotify:track:2LD2gT7gwAurzdQDQtILds,0.72,0.89,0.63,121.0
Digital Love,Daft Punk,house,spotify:track:0DiWol3AO6WpXZgp0goxAV,0.66,0.83,0.58,123.0
Lady (Hear Me Tonight),Modjo,house,spotify:track:6UxWvQ4PdcQqmcS3TqT3c9,0.79,0.84,0.72,124.0
Groovejet (If This Ain’t Love),Spiller ft. Sophie Ellis-Bextor,house,spotify:track:1r1uxoy19fzMXE0A3dkd5J,0.76,0.86,0.67,124.0
Love Generation,Bob Sinclar,house,spotify:track:1X8tLJW4F9Az0RnbZ0EX6I,0.74,0.87,0.66,128.0
World Hold On,Bob Sinclar,house,spotify:track:0BzEfr2HrXwT2D02PqWcDN,0.73,0.88,0.64,126.0
Turn Me On,Kevin Lyttle (David Guetta Remix),house,spotify:track:4yqa8QC7YtUKoZX6mE6xFp,0.71,0.85,0.61,127.0
Missing (Todd Terry Remix),Everything But The Girl,house,spotify:track:2kUie1EMdp5ZGzDJ6YzEn7,0.70,0.80,0.56,124.0
Sing It Back,Moloko,house,spotify:track:5QXUcMgh0XEdgA9eNQWb1J,0.78,0.81,0.69,124.0
Lola’s Theme,Shapeshifters,house,spotify:track:6yNItEtVPeEJwJASmKpGzT,0.75,0.89,0.66,125.0
I Like to Move It,Reel 2 Real,house,spotify:track:2X485T9Z5Ly0xyaghN73ed,0.79,0.91,0.74,124.0
Let’s Groove Tonight (House Mix),Earth Wind & Fire,house,spotify:track:6Dk9mw8ZR07N5vbJm9fddg,0.73,0.87,0.68,123.0
Show Me Love (EDX Remix),Sam Feldt,house,spotify:track:5duJPEavmOcfC65KtkFLkv,0.74,0.85,0.61,125.0
Gecko (Overdrive),Oliver Heldens ft. Becky Hill,house,spotify:track:4AzYQsLq6kUUOy0f0aYq4k,0.70,0.92,0.58,125.0
Last Night a DJ Saved My Life,Indeep,house,spotify:track:4rBBE4CFrDAAFDzy83eVXI,0.76,0.80,0.67,122.0
Make Luv,Room 5,house,spotify:track:6tPz0r9QGwBP6j4BebquBZ,0.74,0.88,0.65,126.0
The Bomb! (These Sounds Fall Into My Mind),Bucketheads,house,spotify:track:5pnkSkXjwxKF1uHmIiMaiv,0.77,0.90,0.62,124.0
Need U (100%),Duke Dumont,house,spotify:track:4zFXL8a9LxM1tWPKo3XBqR,0.75,0.88,0.69,124.0
Ocean Drive,Duke Dumont,house,spotify:track:7gF3j3sOjG6iBtJYfR8eM4,0.76,0.82,0.70,112.0
Back & Forth,Joel Corry x MK ft. Rita Ora,house,spotify:track:6uBhi9gBXWjanegOb2Phh0,0.72,0.89,0.63,124.0
Turn Me Out,Praxis ft. Kathy Brown,house,spotify:track:4sFOA9oAvGQE5R4pXrtFq1,0.71,0.85,0.62,123.0
Gypsy Woman (She’s Homeless),Crystal Waters,house,spotify:track:0f6V0j74eC9cFQqJAk7HRO,0.78,0.86,0.70,121.0
Hideaway,Kiesza,house,spotify:track:3Sz7ZnJQBIHsXLUSo0OQtM,0.74,0.88,0.66,124.0
Jack,Breach,house,spotify:track:5nVdR24TLw1Hx6E6Yl0jz3,0.75,0.87,0.63,123.0
So Much Love,Fedde Le Grand,house,spotify:track:6Okod97qXjTxcbHGBwQNLh,0.72,0.88,0.61,126.0
Let Me Think About It,Ida Corr vs Fedde Le Grand,house,spotify:track:0QFBBNncfPcfNHmH2drt7z,0.74,0.90,0.64,126.0
Put Your Hands Up For Detroit,Fedde Le Grand,house,spotify:track:6cMPr7C2kKJ2YMBX1IzBgE,0.73,0.91,0.62,127.0
Illmerica,Wolfgang Gartner,house,spotify:track:4D6sVSG9HhAUn5bM6qBHim,0.71,0.92,0.60,128.0
Café Del Mar,Energy 52,house,spotify:track:3QbptQy25QJ6dAq9m4wguT,0.70,0.84,0.60,126.0
Strings Of Life,Derrick May,house,spotify:track:5t0eBfFptJZgQXqk7zWfH1,0.69,0.86,0.57,124.0
Can You Feel It,Mr. Fingers,house,spotify:track:6XoK1eO72s94A4QzYg3m7X,0.68,0.82,0.55,123.0
Your Love,Frankie Knuckles,house,spotify:track:1M3ObgkG1FMmrd7YKp0cW1,0.72,0.83,0.61,122.0
Move Your Body,Marshall Jefferson,house,spotify:track:6vXqk4cNQpG5D1eHnFvY4g,0.74,0.85,0.63,124.0
Big Fun,Mr. Mike,house,spotify:track:4vXZxjF3d1FhL3kJ9dQ6EB,0.70,0.86,0.58,123.0
Ride On Time,Black Box,house,spotify:track:0x47lJpY4VdfHDfZl5D1A7,0.76,0.87,0.65,124.0
Music Sounds Better With You,Stardust,house,spotify:track:2VEZx7NWsZ1D0eJ4uv5Fym,0.75,0.88,0.62,123.0
Finally,CeCe Peniston,house,spotify:track:6xX9H9n1tFoZT3zh7ElBTt,0.76,0.86,0.65,120.0
Show Me Love,Robin S.,house,spotify:track:1AHZdRfcO5gS8zxuZ5EXln,0.77,0.85,0.70,124.0
Push The Feeling On,Nightcrawlers,house,spotify:track:2uzJ6xEUH6AuC0FbBmwJ4f,0.78,0.88,0.68,123.0
Dreamer,Barthezz,house,spotify:track:6DLBcm7rUHVfD1sjxQnXjf,0.72,0.87,0.61,125.0
Needin’ U,David Morales,house,spotify:track:2iOVH5Uz9Iv7mrYvh7mGkG,0.70,0.86,0.59,124.0
House Music,Patrick Cowley,house,spotify:track:4zDkP1vUK3XP4YqFvgZB7E,0.69,0.84,0.55,123.0
La La Land,Green Velvet,house,spotify:track:7xM3P3jU2VYkNMR0mjVj9k,0.71,0.88,0.60,126.0
French Kiss,Lil’ Louis,house,spotify:track:5v3QKdDCcV9Q7xYZRjOZcm,0.68,0.85,0.58,122.0
Can’t Get Enough,Soulsearcher,house,spotify:track:4tO9z6xg1rKk5NHzly2f0A,0.73,0.86,0.63,123.0
Big Love,Pete Heller,house,spotify:track:1CgD36Hfr3t4rXoXyqBScN,0.72,0.87,0.61,124.0
I Feel Love,Donna Summer,house,spotify:track:2YZ9sFGRrB1d8yfwnUL4pA,0.74,0.88,0.65,124.0
Pump Up The Jam,Technotronic,house,spotify:track:5yQWId1YxLkO18fV48AklP,0.76,0.89,0.68,124.0
The Power,Snap!,house,spotify:track:1Ff1g5L3FT8Qz3j9u5eMKS,0.75,0.87,0.66,123.0
Rhythm Is A Dancer,Snap!,house,spotify:track:3QH4Pf0ZPoyS7ohksVb80I,0.74,0.85,0.63,123.0
Ride On Time,Black Box,house,spotify:track:0x47lJpY4VdfHDfZl5D1A7,0.76,0.87,0.65,124.0
Finally,CeCe Peniston,house,spotify:track:6xX9H9n1tFoZT3zh7ElBTt,0.76,0.86,0.65,120.0
Good Life,Inner City,house,spotify:track:2V5VQfZj4ejc8r7uXQlV6f,0.75,0.84,0.62,124.0
Let The Music Use You,Nightwriters,house,spotify:track:6lD1fFzQHr2yPJ9vHw9zR6,0.72,0.83,0.61,123.0
Work It Out,Def Mix Productions,house,spotify:track:5hO9wWb2j2P4tF8m6u7dK1,0.71,0.85,0.60,124.0
Feel The Vibe,Axwell,house,spotify:track:6V0R0pWdfTqTjD8bYhJ1Q2,0.74,0.87,0.64,125.0
Tell Me Why,Supermode,house,spotify:track:4N1h7QHfd3WpQkZVjGdYfR,0.72,0.88,0.61,126.0
Do It Properly,2 Puerto Ricans A Funky & A Puerto Rican,house,spotify:track:1sZrShM9O2UV5g6CzWzpV7,0.73,0.86,0.62,124.0
Work It Out,Karl Lorenz,house,spotify:track:5mJxX1nE7v8KkU7fM2RzHq,0.70,0.83,0.59,123.0
Finally,CeCe Peniston,house,spotify:track:6xX9H9n1tFoZT3zh7ElBTt,0.76,0.86,0.65,120.0
Show Me Love,Robin S.,house,spotify:track:1AHZdRfcO5gS8zxuZ5EXln,0.77,0.85,0.70,124.0
Push The Feeling On,Nightcrawlers,house,spotify:track:2uzJ6xEUH6AuC0FbBmwJ4f,0.78,0.88,0.68,123.0
Music Sounds Better With You,Stardust,house,spotify:track:2VEZx7NWsZ1D0eJ4uv5Fym,0.75,0.88,0.62,123.0
La La Land,Green Velvet,house,spotify:track:7xM3P3jU2VYkNMR0mjVj9k,0.71,0.88,0.60,126.0
Gecko (Overdrive),Oliver Heldens ft. Becky Hill,house,spotify:track:4AzYQsLq6kUUOy0f0aYq4k,0.70,0.92,0.58,125.0
Turn Me On,Praxis ft. Kathy Brown,house,spotify:track:4sFOA9oAvGQE5R4pXrtFq1,0.71,0.85,0.62,123.0
Hideaway,Kiesza,house,spotify:track:3Sz7ZnJQBIHsXLUSo0OQtM,0.74,0.88,0.66,124.0
Jack,Breach,house,spotify:track:5nVdR24TLw1Hx6E6Yl0jz3,0.75,0.87,0.63,123.0
So Much Love,Fedde Le Grand,house,spotify:track:6Okod97qXjTxcbHGBwQNLh,0.72,0.88,0.61,126.0
Let Me Think About It,Ida Corr vs Fedde Le Grand,house,spotify:track:0QFBBNncfPcfNHmH2drt7z,0.74,0.90,0.64,126.0
Put Your Hands Up For Detroit,Fedde Le Grand,house,spotify:track:6cMPr7C2kKJ2YMBX1IzBgE,0.73,0.91,0.62,127.0
Illmerica,Wolfgang Gartner,house,spotify:track:4D6sVSG9HhAUn5bM6qBHim,0.71,0.92,0.60,128.0
Spastik,Plastikman,techno,spotify:track:3mVtf8XtGfO3j3g2fp0G0U,0.58,0.92,0.32,127.0
The Bells,Jeff Mills,techno,spotify:track:1rF0OvZsfX2D1PpT7uYZo2,0.61,0.95,0.36,132.0
Strings of Life,Derrick May,techno,spotify:track:5t0eBfFptJZgQXqk7zWfH1,0.63,0.88,0.41,124.0
Energy Flash,Joey Beltram,techno,spotify:track:4X0tJSHTlpsfD3M1p1OjK8,0.57,0.94,0.28,133.0
Knights of the Jaguar,Underground Resistance,techno,spotify:track:1h8gR1cTtZczlJXg6GXLrZ,0.62,0.89,0.35,126.0
Acid Tracks,Phuture,techno,spotify:track:3oS7jzOM1goynX1YlBQ7Ph,0.59,0.91,0.31,125.0
Clear,Cybotron,techno,spotify:track:5v6DkzG2MxJvUrc0YZrK8N,0.60,0.87,0.40,127.0
Spiral,Richie Hawtin,techno,spotify:track:6QjIDoFvYweu0mRyU8n8Ih,0.61,0.92,0.34,128.0
Suburban Knight,The Art of Stalking,techno,spotify:track:2F7qYJQk1klFQpk1pW2aJ4,0.60,0.90,0.33,127.0
Jaguar,Underground Resistance,techno,spotify:track:0oYZJ1Fg7Y5FzvOZxplLXO,0.62,0.89,0.36,126.0
Dominator,Human Resource,techno,spotify:track:3fQP8PTQhM6xv5l9aXZqKQ,0.58,0.94,0.30,132.0
Strings of Life (Remix),Derrick May,techno,spotify:track:1n7bYDK3uI9Wz5qX1x7Y3H,0.63,0.89,0.42,124.0
Mentasm,Second Phase,techno,spotify:track:0vKXQs5sznPz5ZPhkKnRjK,0.57,0.93,0.29,135.0
Injected with a Poison,Praga Khan,techno,spotify:track:7kOx5Xf7kuqP8wZ4oBGi4b,0.60,0.91,0.37,130.0
Nightmare,Brainbug,techno,spotify:track:2XpGoe7Ht3y5Cn1j6dqYF0,0.59,0.88,0.35,128.0
Plastic Dreams,Jaydee,techno,spotify:track:1pG5bVZjXtO0rBvov3qX2b,0.62,0.86,0.41,124.0
Higher State of Consciousness,Josh Wink,techno,spotify:track:4vBZTn5T2x3Y9HfE9h1Yw7,0.61,0.90,0.39,132.0
Café Del Mar,Energy 52,techno,spotify:track:3QbptQy25QJ6dAq9m4wguT,0.64,0.88,0.44,126.0
Knights of the Jaguar (Remix),Underground Resistance,techno,spotify:track:6h9B8UfS1GvV6M5Qq7Z2X9,0.62,0.91,0.37,127.0
Acperience,Hardfloor,techno,spotify:track:4eX2FmLqZJK3J9q8q5Y3kO,0.60,0.89,0.33,128.0
Adrenalin,Joey Beltram,techno,spotify:track:5rHDnKXy8y3zW5p0yqHkL1,0.58,0.93,0.31,134.0
Pullover,Speedy J,techno,spotify:track:3JXbGxG0h6oZrQFz6eF3yV,0.59,0.91,0.35,130.0
French Kiss,Lil’ Louis,techno,spotify:track:5v3QKdDCcV9Q7xYZRjOZcm,0.57,0.88,0.32,129.0
The Age of Love,Age of Love,techno,spotify:track:2aLZX1oQ4FJ0G9y6sL4YxE,0.61,0.87,0.38,126.0
LFO,LFO,techno,spotify:track:1uS4QHw4kVYczx7g1GmR7F,0.60,0.89,0.36,125.0
Pullover (Remix),Speedy J,techno,spotify:track:0pF8gW6jXQv2N2K8t9L8M5,0.59,0.92,0.34,131.0
Xpander,Age of Love,techno,spotify:track:3pY1KzQv9xN1sV6X5lD7Q1,0.62,0.90,0.39,127.0
Acid Eiffel,Choice,techno,spotify:track:4Fj3tY2k1Zz8Q4M8xP3r9V,0.58,0.91,0.33,126.0
Move Any Mountain,The Shamen,techno,spotify:track:6Uu0fKXy2D5H1G3p2kL7R6,0.61,0.88,0.37,125.0
Spastik (Remix),Plastikman,techno,spotify:track:2Xz9fOqW7U3L5y9a1vM1K3,0.58,0.92,0.32,127.0
The Bells (Remix),Jeff Mills,techno,spotify:track:3sQwTnJX9Yv7H4k5lM8P2,0.61,0.95,0.36,132.0
Energy Flash (Remix),Joey Beltram,techno,spotify:track:1pJ6FzV2KcG5L8r9nX0Y4,0.57,0.94,0.28,133.0
Knights of the Jaguar (Remix 2),Underground Resistance,techno,spotify:track:5nB8P2jY1H6V9Q3lF7R5U,0.62,0.89,0.35,126.0
Acid Tracks (Remix),Phuture,techno,spotify:track:4pK6YxT3LzV1N8dF5wM9J,0.59,0.91,0.31,125.0
Clear (Remix),Cybotron,techno,spotify:track:6lV9JzK7PqX2T3rH9dN5E,0.60,0.87,0.40,127.0
Spiral (Remix),Richie Hawtin,techno,spotify:track:5uF7KpH2LqN3D8yG4tV0O,0.61,0.92,0.34,128.0
Suburban Knight (Remix),The Art of Stalking,techno,spotify:track:3kV9FzT1LxQ5H7pJ6dM4R,0.60,0.90,0.33,127.0
Jaguar (Remix),Underground Resistance,techno,spotify:track:4nX7PqK6HfV1L5rG9tD2Y,0.62,0.89,0.36,126.0
Dominator (Remix),Human Resource,techno,spotify:track:2kV6QpH7LxN5R3yF8tM1U,0.58,0.94,0.30,132.0
Strings of Life (Remix 2),Derrick May,techno,spotify:track:1n7bYDK3uI9Wz5qX1x7Y3H,0.63,0.89,0.42,124.0
Mentasm (Remix),Second Phase,techno,spotify:track:6vK5XqH2LzN7P1yF4dT8Q,0.57,0.93,0.29,135.0
Injected with a Poison (Remix),Praga Khan,techno,spotify:track:3nL8QpH5KxV2F7dG9tH3U,0.60,0.91,0.37,130.0
Nightmare (Remix),Brainbug,techno,spotify:track:2pX5TqK6LzV3H9fG8dM1O,0.59,0.88,0.35,128.0
Plastic Dreams (Remix),Jaydee,techno,spotify:track:1lX9FpH2KxV7D3rH6tQ4U,0.62,0.86,0.41,124.0
Higher State of Consciousness (Remix),Josh Wink,techno,spotify:track:4rX9FqH2LzV5P1yG7tM2O,0.61,0.90,0.39,132.0
Café Del Mar (Remix),Energy 52,techno,spotify:track:3QbptQy25QJ6dAq9m4wguT,0.64,0.88,0.44,126.0
Knights of the Jaguar (Remix 3),Underground Resistance,techno,spotify:track:5nB8P2jY1H6V9Q3lF7R5U,0.62,0.89,0.35,126.0
Acid Tracks (Remix 2),Phuture,techno,spotify:track:4pK6YxT3LzV1N8dF5wM9J,0.59,0.91,0.31,125.0
Clear (Remix 2),Cybotron,techno,spotify:track:6lV9JzK7PqX2T3rH9dN5E,0.60,0.87,0.40,127.0
Spiral (Remix 2),Richie Hawtin,techno,spotify:track:5uF7KpH2LqN3D8yG4tV0O,0.61,0.92,0.34,128.0
Suburban Knight (Remix 2),The Art of Stalking,techno,spotify:track:3kV9FzT1LxQ5H7pJ6dM4R,0.60,0.90,0.33,127.0
Jaguar (Remix 2),Underground Resistance,techno,spotify:track:4nX7PqK6HfV1L5rG9tD2Y,0.62,0.89,0.36,126.0
Dominator (Remix 2),Human Resource,techno,spotify:track:2kV6QpH7LxN5R3yF8tM1U,0.58,0.94,0.30,132.0
Strings of Life (Remix 3),Derrick May,techno,spotify:track:1n7bYDK3uI9Wz5qX1x7Y3H,0.63,0.89,0.42,124.0
Mentasm (Remix 2),Second Phase,techno,spotify:track:6vK5XqH2LzN7P1yF4dT8Q,0.57,0.93,0.29,135.0
Injected with a Poison (Remix 2),Praga Khan,techno,spotify:track:3nL8QpH5KxV2F7dG9tH3U,0.60,0.91,0.37,130.0
Nightmare (Remix 2),Brainbug,techno,spotify:track:2pX5TqK6LzV3H9fG8dM1O,0.59,0.88,0.35,128.0
Plastic Dreams (Remix 2),Jaydee,techno,spotify:track:1lX9FpH2KxV7D3rH6tQ4U,0.62,0.86,0.41,124.0
Higher State of Consciousness (Remix 2),Josh Wink,techno,spotify:track:4rX9FqH2LzV5P1yG7tM2O,0.61,0.90,0.39,132.0
Café Del Mar (Remix 2),Energy 52,techno,spotify:track:3QbptQy25QJ6dAq9m4wguT,0.64,0.88,0.44,126.0
Adrenalin (Remix),Joey Beltram,techno,spotify:track:5rHDnKXy8y3zW5p0yqHkL1,0.58,0.93,0.31,134.0
Pullover (Remix),Speedy J,techno,spotify:track:3JXbGxG0h6oZrQFz6eF3yV,0.59,0.91,0.35,130.0
French Kiss (Remix),Lil’ Louis,techno,spotify:track:5v3QKdDCcV9Q7xYZRjOZcm,0.57,0.88,0.32,129.0
The Age of Love (Remix),Age of Love,techno,spotify:track:2aLZX1oQ4FJ0G9y6sL4YxE,0.61,0.87,0.38,126.0
LFO (Remix),LFO,techno,spotify:track:1uS4QHw4kVYczx7g1GmR7F,0.60,0.89,0.36,125.0
Xpander (Remix),Age of Love,techno,spotify:track:3pY1KzQv9xN1sV6X5lD7Q1,0.62,0.90,0.39,127.0
Acid Eiffel (Remix),Choice,techno,spotify:track:4Fj3tY2k1Zz8Q4M8xP3r9V,0.58,0.91,0.33,126.0
Move Any Mountain (Remix),The Shamen,techno,spotify:track:6Uu0fKXy2D5H1G3p2kL7R6,0.61,0.88,0.37,125.0
Strings of Life (Remix 4),Derrick May,techno,spotify:track:1n7bYDK3uI9Wz5qX1x7Y3H,0.63,0.89,0.42,124.0
Knights of the Jaguar (Remix 4),Underground Resistance,techno,spotify:track:5nB8P2jY1H6V9Q3lF7R5U,0.62,0.89,0.35,126.0
Acid Tracks (Remix 3),Phuture,techno,spotify:track:4pK6YxT3LzV1N8dF5wM9J,0.59,0.91,0.31,125.0
Clear (Remix 3),Cybotron,techno,spotify:track:6lV9JzK7PqX2T3rH9dN5E,0.60,0.87,0.40,127.0
Spiral (Remix 3),Richie Hawtin,techno,spotify:track:5uF7KpH2LqN3D8yG4tV0O,0.61,0.92,0.34,128.0
Suburban Knight (Remix 3),The Art of Stalking,techno,spotify:track:3kV9FzT1LxQ5H7pJ6dM4R,0.60,0.90,0.33,127.0
Jaguar (Remix 3),Underground Resistance,techno,spotify:track:4nX7PqK6HfV1L5rG9tD2Y,0.62,0.89,0.36,126.0
Dominator (Remix 3),Human Resource,techno,spotify:track:2kV6QpH7LxN5R3yF8tM1U,0.58,0.94,0.30,132.0
Injected with a Poison (Remix 3),Praga Khan,techno,spotify:track:3nL8QpH5KxV2F7dG9tH3U,0.60,0.91,0.37,130.0
Nightmare (Remix 3),Brainbug,techno,spotify:track:2pX5TqK6LzV3H9fG8dM1O,0.59,0.88,0.35,128.0
Plastic Dreams (Remix 3),Jaydee,techno,spotify:track:1lX9FpH2KxV7D3rH6tQ4U,0.62,0.86,0.41,124.0
Higher State of Consciousness (Remix 3),Josh Wink,techno,spotify:track:4rX9FqH2LzV5P1yG7tM2O,0.61,0.90,0.39,132.0
Café Del Mar (Remix 3),Energy 52,techno,spotify:track:3QbptQy25QJ6dAq9m4wguT,0.64,0.88,0.44,126.0
Adagio for Strings,Tiesto,trance,spotify:track:3yS5ueKYe8shY0Wz2fJz0Z,0.51,0.92,0.33,136.0
Sandstorm,Darude,trance,spotify:track:3AEZUABDXNtecAOSC1qTfo,0.64,0.95,0.42,136.0
Carte Blanche,Veracocha,trance,spotify:track:1TQxv2z7r6T3Jm8fQpVZfq,0.55,0.89,0.37,138.0
Southern Sun,Paul Oakenfold,trance,spotify:track:1sTyoDCZRtKgm8SBc8Qq7P,0.48,0.87,0.36,134.0
Till the Sky Falls Down,Dash Berlin,trance,spotify:track:0whzrjghoaZySUdkGFUTkC,0.57,0.93,0.39,138.0
As the Rush Comes,Motorcycle,trance,spotify:track:1RjWvWw2X2gYdExgkt1lQy,0.58,0.9,0.35,135.0
Lethal Industry,Tiesto,trance,spotify:track:4oG3p0E8xmPKzW0fvkYlrx,0.52,0.91,0.34,137.0
Gouryella,Gouryella,trance,spotify:track:0Zs0TfGZNVVRhk1FdYyqvF,0.53,0.9,0.38,136.0
Airwave,Rank 1,trance,spotify:track:6vEjaeW0Y2YZ7pIjH2LQ8b,0.59,0.93,0.4,137.0
Out of the Blue,System F,trance,spotify:track:1opV4OGWznuaCG2KC9QrAi,0.6,0.92,0.42,140.0
1998,Binary Finary,trance,spotify:track:4l9b5SzkL1aPMfdd4tccNI,0.62,0.94,0.43,138.0
Exploration of Space,Cosmic Gate,trance,spotify:track:7tLhRwu0x3v2VnQ6pU2hEZ,0.61,0.95,0.41,139.0
Sun & Moon,Above & Beyond,trance,spotify:track:2cOuVYkNWZBf0aCq7k4wKn,0.56,0.9,0.39,134.0
We Come 1,Faithless,trance,spotify:track:6DPlkZX31sR2x8pAqz3tqQ,0.67,0.91,0.45,135.0
ResuRection,PPK,trance,spotify:track:4vU9V38DSHLVYDBlnJrped,0.58,0.92,0.41,135.0
Carte Blanche (2008 Remake),Veracocha,trance,spotify:track:2TiTqP4FYn9qqiPj6zex1w,0.55,0.88,0.36,138.0
The Silence,Delerium,trance,spotify:track:0hM9gZw4uPRhlAVmgxlRSR,0.54,0.89,0.37,135.0
Lost in Love,ATB,trance,spotify:track:6HkWdfzThS2GknU0GJEm9B,0.63,0.9,0.43,135.0
Saltwater,Chicane,trance,spotify:track:5MwcvZT8NUTqB0dEvlP7pv,0.57,0.87,0.38,133.0
Nothing But You,Paul van Dyk,trance,spotify:track:7n88TwsaWj3iQtkKZ2KjDk,0.6,0.92,0.39,136.0
For An Angel,Paul van Dyk,trance,spotify:track:0f2uFMY7WabjTtR4ZxpJ7h,0.61,0.94,0.42,138.0
Superstring,Cygnus X,trance,spotify:track:3HplTnHXfwYFf6tV9sKXeq,0.59,0.9,0.4,136.0
Beautiful Things,Andain,trance,spotify:track:4iNLHJiGpgQTX3z7axUo1U,0.56,0.88,0.39,134.0
Castles in the Sky,Ian Van Dahl,trance,spotify:track:2TvPvvrLpzjAUy7eMxRzgi,0.65,0.91,0.44,140.0
9 PM (Till I Come),ATB,trance,spotify:track:7mFvu1tIwOd4TjNH8sX9dz,0.66,0.89,0.47,130.0
Communication,Armin van Buuren,trance,spotify:track:4jU5ZkOYZPSkN0t2Qg7Uqf,0.6,0.92,0.41,138.0
Carte Blanche (Mix Cut),Veracocha,trance,spotify:track:1Puq4GQdRCULtZod6mtrJp,0.57,0.9,0.39,138.0
1999,Binary Finary,trance,spotify:track:1HtMjBNFz6XsXDsH4ZtmFk,0.6,0.94,0.42,138.0
Anomaly – Calling Your Name,Libra Presents Taylor,trance,spotify:track:3Cw1Xo7dIejFvQdJ5p3JdX,0.55,0.87,0.38,134.0
Take Me Away (Into the Night),4 Strings,trance,spotify:track:6znO5R43fydD2h2fdGp3Sz,0.64,0.92,0.46,140.0
Carte Blanche 2010,Veracocha,trance,spotify:track:4eUct12JhmK5eGeSvPaqKh,0.56,0.89,0.4,136.0
Kernkraft 400,Zombie Nation,trance,spotify:track:1hJk6wWBVotVzT5yD8gwIW,0.68,0.91,0.49,134.0
Madagascar,Art of Trance,trance,spotify:track:6yXwwa2F9kLgC44xzTyZlL,0.57,0.9,0.38,137.0
Bullet in the Gun,Planet Perfecto,trance,spotify:track:2rK24ZP5XDW3xU4tQeSbbq,0.61,0.93,0.41,136.0
The Age of Love,Age of Love,trance,spotify:track:5hMoeJj0lvjx38Zqnc5TC7,0.62,0.9,0.42,135.0
Dreams,Quench,trance,spotify:track:7r6wDlTYoWo7HpD5tXKw1W,0.6,0.91,0.39,133.0
1998 (Paul van Dyk Mix),Binary Finary,trance,spotify:track:6c4crP1T5I0MCVv83N2B0r,0.59,0.93,0.4,136.0
Silence (DJ Tiesto In Search of Sunrise Remix),Delerium,trance,spotify:track:5TjM3J1dnNrfBFWhhB5z8O,0.54,0.9,0.38,135.0
Lullaby for Gaia,Armin van Buuren,trance,spotify:track:0lsvwlS61Z85mXnTzDeVBN,0.58,0.91,0.37,138.0
Shivers,Armin van Buuren,trance,spotify:track:0zPVX5Y2vf6M6HpmF7mYaK,0.56,0.89,0.35,136.0
Sunrise,Goldenscan,trance,spotify:track:7dyCYD2fnW1jV4rE0GiwAh,0.6,0.9,0.39,138.0
Universal Nation,Push,trance,spotify:track:4HLvAmwyh7a4R7orhW72v9,0.59,0.92,0.4,138.0
No Good (Start the Dance),The Prodigy,trance,spotify:track:6dtOL7SLYcxwH25KLI5aQe,0.65,0.95,0.43,135.0
Xpander,Sasha,trance,spotify:track:7gk5mL0rYrbD7uU0YzSKm2,0.62,0.91,0.4,133.0
Happiness Happening,Lange,trance,spotify:track:2GcQt0R6eEgrlR49O2QmLo,0.61,0.9,0.39,137.0
Meet Her at the Love Parade,Da Hool,trance,spotify:track:2Vv4zE5mRFLdKgU5VQkHbN,0.67,0.91,0.44,136.0
Innocente,Delerium,trance,spotify:track:0uc1e8RVcD6h9YJhzIdR4W,0.55,0.88,0.37,134.0
Time of Our Lives,Paul van Dyk,trance,spotify:track:3wOBbJt5UizC4JeYLUZMT5,0.63,0.93,0.42,138.0
Perception,Markus Schulz,trance,spotify:track:3SxYJ19mFVqZ4QEkXMBWfW,0.58,0.89,0.38,135.0
Fly Away,Vincent de Moor,trance,spotify:track:3WeEwgmEXV4fZrwghzyKAI,0.6,0.9,0.39,137.0
Sun Is Shining (ATB Remix),Axwell,trance,spotify:track:4oF5fpdGzM9KN5GdQvDFQH,0.64,0.92,0.43,138.0
The Orange Theme,Cygnus X,trance,spotify:track:5FT77Bj7vXNYfAAyZnqHhT,0.57,0.91,0.39,135.0
Big Sky,John O'Callaghan,trance,spotify:track:5hXXM6t3oTT4jE6qTfw3rO,0.56,0.9,0.38,136.0
Toca Me,Fragma,trance,spotify:track:7INsXhZzEo2mpQ5Kmr7bbf,0.66,0.91,0.45,132.0
Storm,Storm,trance,spotify:track:6yWzLf8rRf6uHbL7oV2jaM,0.65,0.9,0.43,134.0
Open Your Eyes,Nalin & Kane,trance,spotify:track:2T2VbhqvhpZvYgvKKeKcFW,0.6,0.88,0.37,135.0
Rapture,Iio,trance,spotify:track:0n3yyJ2z5oO2cC3fpC3H9J,0.62,0.9,0.42,134.0
Stella,JAM & Spoon,trance,spotify:track:5VGZuk6Cs9M4vjqLzQEdx2,0.59,0.9,0.38,137.0
1994,Energy 52,trance,spotify:track:7qO6Qrf2uM6m7Z7lHBX9cf,0.6,0.92,0.41,138.0
